Date,GDP,CPI,inflation,housing,federal_funds,bank_loan,employment_rate,unemployment_rate,consumer_confidence,bonds_price,mortgage_rates,public_debt,total_debt,debt,bonds_issued,IRS Tax,bonds_sentiment,economy_sentiment,housing_market_sentiment,taxes_sentiment,loans_sentiment,interest_rates_sentiment,recession_sentiment,unemployment_sentiment,inflation_sentiment
2022-05-21,,,,,,,,,,,,,,,,,0.6186618355015118,0.48648114543560483,0.7233501151884986,0.5874605387702834,0.8817541708340263,0.3378296592895282,0.14657672639353755,0.3749006821944452,
2022-05-22,,,,,,,,,,,,,,,,,0.5358138890846618,0.46708247637039285,0.609464664493729,0.4848140889540871,0.8468831554967,0.42823909255057513,0.16269867757125728,0.4574048705204719,
2022-05-23,,,,,,,,,,438.45,,23800000000000.0,30400000000000.0,30400000000000.0,,16653386325.142857,0.6015116693670631,0.5157975850121411,0.6737487227714876,0.600718785906933,0.7707960152061776,0.4047924663451535,0.21730486225476237,0.4333243712185653,
2022-05-24,,,,,,,,,,441.24,,23800000000000.0,30400000000000.0,30400000000000.0,,15071422113.857143,0.6243538400629812,0.5618446620437263,0.6013454416957553,0.6533693204078287,0.8036622878078952,0.47550220488346057,0.16510914409132538,0.4951273531689149,
2022-05-25,,,,,,,,,,441.87,,23800000000000.0,30400000000000.0,30400000000000.0,,10673787704.857143,0.5663443795337837,0.5597601967909293,0.6498812761638816,0.5896013608577252,0.7760143542128285,0.4243916786457648,0.1941791663759155,0.4186254479503805,
2022-05-26,,,,,,,,,,441.59,5.1,23800000000000.0,30400000000000.0,30433333333333.332,,10531508677.571428,0.6340301373413599,0.5409770817880789,0.6589988527681845,0.6186010129191074,0.8091026711492559,0.44137678260208274,0.17479209810953683,0.4384793245322103,
2022-05-27,,,,,,,,,,441.71,,23800000000000.0,30400000000000.0,30433333333333.332,,10126471304.285715,0.5869093160033386,0.5335824058512707,0.8274870351233158,0.6085142995734164,0.851320868199933,0.4912864183533356,0.2090461607830411,0.3962781318719631,
2022-05-28,,,,,,,,,,,,,,,,,0.60341121891847,0.5271658559708599,0.7096863448785691,0.5707665900994036,0.8225108639529046,0.6502436896982201,0.16959868994084565,0.44399946744677116,
2022-05-29,,,,,,,,,,,,,,,,,0.6051440967218262,0.5134084638417389,0.7477989400058974,0.6257787863130758,0.8756168357666755,0.5556385656229063,0.1839300577542362,0.4704638967320312,
2022-05-30,,,,,,,,,,,,,,,,,0.560103446665081,0.5653923322327382,0.6754684136648543,0.5852233459141293,0.8434051054923342,0.4424267613597217,0.18570371709186204,0.44848358657401793,
2022-05-31,,,,,,,,,,439.24,,23900000000000.0,30500000000000.0,30433333333333.332,6860758923.0,13282073559.857143,0.6227943500088552,0.5552187753889147,0.6458628398420136,0.6547736673979373,0.8142452840778126,0.4181681034719768,0.2105474377902148,0.5109072671188524,
2022-06-01,25500000000000.0,292296.0,6.0,900000.0,1.21,4.38,59.9,3.6,50.0,437.94,,23900000000000.0,30400000000000.0,30400000000000.0,,15365974101.0,0.6239421925619375,0.5599036268642018,0.5986982229042828,0.617255642246595,0.8558252904983625,0.4468523951034456,0.15637939443643006,0.36770946539733224,
2022-06-02,,,,,,,,,,438.15,5.09,23900000000000.0,30400000000000.0,30400000000000.0,,14573016016.142857,0.5007426417953312,0.5077623739468533,0.5785923639268921,0.6024908556384947,0.8627333327871014,0.4010657210799186,0.17345490334586106,0.4128100090892863,
2022-06-03,,,,,,,,,,437.69,,23900000000000.0,30400000000000.0,30400000000000.0,,15523301212.142857,0.5758298725148627,0.4826017708927837,0.6697848121881428,0.6313340254783902,0.8820090384535563,0.4730737085499727,0.21717634687136664,0.4892030132315405,
2022-06-04,,,,,,,,,,,,,,,,,0.6024003124559723,0.43935393973661646,0.7015767957410873,0.6299135719827679,0.8611345965036509,0.5599663334052235,0.19280850860816495,0.41712018766515585,
2022-06-05,,,,,,,,,,,,,,,,,0.487341628842314,0.47695015430290766,0.7413348244353073,0.47073354946738305,0.8070835549463022,0.475091937972257,0.18488101310153873,0.33923673114660263,
2022-06-06,,,,,,,,,,435.44,,23900000000000.0,30400000000000.0,30400000000000.0,,16496597666.142857,0.5873060423772276,0.5504990394777213,0.6266777887138573,0.6283797438649773,0.8721452780131896,0.4564568916888989,0.20031697777549715,0.4099802823104523,
2022-06-07,,,,,,,,,,436.53,,23900000000000.0,30400000000000.0,30400000000000.0,,16303371076.428572,0.5704931655402471,0.5253315454530262,0.6526016447440934,0.6065059361036357,0.8036939230430196,0.4427010979703873,0.17364967091179062,0.4159457838147191,
2022-06-08,,,,,,,,,,435.47,,23900000000000.0,30400000000000.0,30400000000000.0,,16672592319.428572,0.5669344830692619,0.5348168607445816,0.6072209075509071,0.5470182907515818,0.8076577505795793,0.5035537633559471,0.1485366524809468,0.4242281814471438,
